property_name,link,location,price,price_per_sqft,super_built_up_area,carpet_area,builtup_area,description,facing,highlights,features_list,property_id,ownership,gated_community,bedrooms,bathrooms,balcony,others,floor,overlooking,age,furnish_type,nearby_locations_list,rating,rating_details,furnish_details_list,features
"New Panvel East, Navi Mumbai",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-new-panvel-east-navi-mumbai-2400-sq-ft-spid-F83541796,"2 Bedroom House for sale in New Panvel East, Navi Mumbai",₹1.8 Cr,"₹9,000 /sqft",,,2400.0,"A brand new furnished villa in a chs, gated community in vardoli , panvel adjacent to wadhwa wise city .
24 hr security.
Adequate water supply.",,[],[],F83541796,Co-operative Society,,2 Bedrooms,4 Bathrooms,2 Balconies,,2 Floors,,0 to 1 Year Old,Semifurnished,"[""St George's Syro Catholic Malabar Church"", 'Hdfc bank ATM', 'Idbi bank ATM', 'Pioneer Hospital', 'Dr. Nalavade Clinic', ""Nair's Eye Clinic"", 'Panacea Hospital', 'Dr. Subhash Singh Hospital', 'Arunodaya Hospital', 'Priyanka Eye Clinic', 'Arunodaya Clinic', 'Shri Ramkrishna Nursing Home', 'Khandekar Hospital', 'Krishna Nursing Home Thane', 'Kulkarni Nursing Home Raigarh', 'Neel Clinic', 'Pawal Clinic', 'Aayushman Hospital', 'Prism Eye Institute and Reseach Centre', 'Mother and Child Care Clinic', 'Sai Child Care Clinic', 'Padalkar Hospital & SICU', 'Dr. Khandekar Accident Clinic', 'Thombare Hospital', 'Madhavbaug Clinic', 'Ramtirth Dental Clinic', 'Dr. Dipalee Mane Hospital', ""Dr. Patil's Hospital"", 'Spandan Hospital and Research Centre Raigarh', 'Ashtvinayak Hospital', 'Shelar Hospital', 'Birmole Hospital', 'Dhamke Hospital', ""Dr. Nadkarni Children's Hospital"", 'Shri Swami Samarth Hospital', 'Prachin Healthcare', 'Indian Oil', 'Bharat Petroleum', 'Axis bank', 'Punjab national bank', 'Union bank', 'Icici bank', 'Hdfc bank', 'Idbi bank', 'Federal bank', 'Bank of india', 'Siciliano', 'Neelkamal', 'Ribbons & Ballons', 'Bhatia School']",4.2,"{'Connectivity': 4.3, 'Lifestyle': 4.2, 'Safety': 4.3, 'Green Area': 4.2}","['2 Bed', '2 Wardrobe', '5 Fan', '1 Sofa', '1 Dining Table', '2 Geyser', '5 Light', 'No AC', 'No Chimney', 'No Curtains', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[]
old bhagvati park,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-old-zakat-naka-pune-1150-sq-ft-spid-W83533898,"2 Bedroom House for sale in Old Zakat Naka, Thane",₹1.2 Cr,"₹10,434 /sqft",,,,"I have a house/villa available for sale in juni, thane outskirts. Available at price of rs 1.2 crores. It has plot area of 1150 sq ft. It has 2 bhk, 2 bathroom, 0 balcony.It is a freehold property",,[],[],W83533898,Freehold,,2 Bedrooms,2 Bathrooms,No Balcony,,1 Floors,,1 to 5 Year Old,,"['MEETESH CHOUDHARI HOUSE NEAR AGNIMATA TEMPLE TEMGHAR', 'Mannat Hospital', 'Rahat Hospital', 'Ashirwad Hospital Bhiwandi', 'Apex Multispeciality Hospital and Icu', 'Apex Multispeciality Hospital & ICU', 'Sunder Nursing Home', 'Madhavbaug Clinic', 'Jadhav Hospital Thane', 'Indira Gandhi Memorial Hospital Bhiwandi', 'Sai Leela Hospital', 'Siraj Memorial Hospital and Diagnostic Center', 'First Care Hospital', 'Smt.Zohrabi Childrens Hospital', 'Shree Prajakta Multispeciality Hospital', 'Citizen Hospital', 'Supreme Hospital', 'Soham Hospital', 'Dr Anushka Laser Eye Centre', 'Yash Nursing Home Airoli', 'Vision Tec Advanced Eye Care Centre', 'Huda Nursing Home', 'Dr Waghmares Life Line Hospital and Iccu', 'Mehar Hospital and Iccu', 'Amina Nursing Home', 'Sharada Netralaya', 'Good Nursing Home', 'Al-Moin Nursing Home', 'Guru Krupa Hospital and Polyclinic', 'Shree Krupa Hospital Thane', 'Lotus Hospital']",,{},[],[]
"Hanuman Nagar, Thane West, Thane",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-hanuman-nagar-mumbai-thane-650-sq-ft-spid-P83514484,"2 Bedroom House for sale in Hanuman Nagar, Thane West",₹10 Lac,"₹1,538 /sqft",,,,"We have a house/villa available for sale in town, hanumangarh. Available at price of rs 1000000. It has plot area of 650 sq ft. It has 2 bhk, 2 bathroom, 1 balcony.It is a freehold property",,[],[],P83514484,Freehold,,2 Bedrooms,2 Bathrooms,1 Balcony,,1 Floors,,5 to 10 Year Old,,"['Lakadi Pool Market', 'Sai Temple Vartak Nagar', 'Parshavnath Jain Derasar', 'Ganesh Temple Upvan', 'Lokmanya Hospital', 'Jay Ganesh Hospital', 'Pushpa Pathology', 'Pranjali Hospital', 'Sparh Hospital', ""Dr. Simandhar's Eye Care Centre"", 'Veer Hospital', 'Alka Diagnostic Centre', 'Sai Dham Hospital', 'Siddhivinayak Hospital', 'Shivani Maternity Home Thane', 'Vedant Multispeciality Hospital and Research Centre', 'Maher Maternity Infertility and Surgical Nursing Home', 'Swami Health Care', 'Shree Prathamesh Hospital', 'Shri Uttam Hospital', ""Dr. Thakur's Shree Hospital"", 'Dr Gadgil Eye Clinic and Lasik Laser Centre', 'Swastik Maternity and Surgical Hospital', 'MEDICARE HOSPITAL', 'Modi Hospital - Thane', 'Apeksha Maternity and Surgical Nursing Home Thane', 'Medicare Hospital Thane', 'Hi-Tech Urology Centre', 'Trupti Hospital - Thane', 'Pooja Hospital Thane', ""Dr.Priya's Sai Niwas Maternity and Infertility Nursing Home"", 'Criticare Superspeciality Hospital', 'Aadhar Hospital', 'Om Children Maternity and Surgical Nursing Home', 'Anmmol Orthovision', 'Jay Shree Medical Store', 'Wellness Forever', 'Icici bank wagle estate branch', 'Union bank', 'Saraswat bank', 'Hdfc bank', 'Inox', ""Let's Hookup Tea & Food"", 'Pappu Da Dhaba', 'Dhiraj Hotel', 'Tenzo Temple', 'Radha Krishna Pure Veg', 'Raja Shivaji Vidya Mandir', 'Little Flower High School', 'Choankar library']",,{},[],[]
"Ambernath West, Thane, Thane Outskirts",https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-ambernath-west-mumbai-beyond-thane-300-sq-ft-spid-F83443862,"1 Bedroom House for sale in Ambernath West, Thane",₹15 Lac,"₹5,000 /sqft",,,,"We have a house/villa available for sale in ambernath, mumbai. Available at price of rs 15 lacs. It has plot area of 300 sq ft. It has 1 rk, 1 bathroom, 0 balcony.It is a freehold property",,[],[],F83443862,Freehold,,1 Bedroom,1 Bathroom,No Balcony,,1 Floors,,5 to 10 Year Old,,[],3.9,"{'Connectivity': 4.0, 'Lifestyle': 3.8, 'Safety': 3.8, 'Green Area': 3.8}",[],[]
Godrej New,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pushpak-nagar-navi-mumbai-1800-sq-ft-spid-Z83407174,"4 Bedroom House for sale in Pushpak Nagar, Navi Mumbai",₹1.45 Cr,"₹8,055 /sqft",,,,"Govt approved with maharera approved plots,villas,apartments and farmhouses available at prime locations with free registry no brokerage with highclass luxurious amenities available in the township wide road nearly available market,medical fecilitis in very affordable price",North-East,['+2'],[],Z83407174,Freehold,Yes,4 Bedrooms,3 Bathrooms,2 Balconies,"Study Room,Pooja Room,Others,Servant Room",4 Floors,"Pool,Park/Garden,Club,Main Road,Others,Sea facing",0 to 1 Year Old,Furnished,"['C.B.D.Belapur Railway Station', 'Dapoli railway station', 'Targhar railway station']",3.9,"{'Connectivity': 3.8, 'Lifestyle': 4.1, 'Safety': 3.7, 'Green Area': 3.8}","['1 Water Purifier', '1 Fridge', '1 Fan', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '1 Light', '1 Curtains', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 AC', '1 Bed', '1 Wardrobe', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center', 'Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']"
Shree Samarth Paradise,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-shree-samarth-paradise-neral-mumbai-beyond-thane-690-sq-ft-spid-M83443326,"1 Bedroom House for sale in Neral, Thane",₹25 Lac,"₹3,623 /sqft",,,,"We have a house/villa available for sale in neral, thane outskirts. Available at price of rs 25 lacs. It has plot area of 690 sq ft. It has 1 bhk, 1 bathroom, balcony.It is a freehold property",,[],[],M83443326,Freehold,,1 Bedroom,1 Bathroom,No Balcony,,2 Floors,,1 to 5 Year Old,,"['Neral train station', 'MH SH 79', 'Sharwil CBSE English School', 'DIKLAP College Of Engineering', 'Dhanvantari Hospital', 'CSM International Airport', 'Westend Hotel Matheran', 'Birdole Cricket Stadium']",3.9,"{'Connectivity': 3.7, 'Lifestyle': 3.9, 'Safety': 4.1, 'Green Area': 4.4}",[],[]
"Sector 5 New Panvel East, Navi Mumbai",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-5-new-panvel-east-navi-mumbai-1633500-sq-ft-spid-N83422020,"2 Bedroom House for sale in Sector 5 New Panvel East, Navi Mumbai",₹15 Lac,₹1 /sqft,,,,"Planning to buy an individual house in navi mumbai. Then you should definitely check out this 2 bhk house for sale in sector 5 new panvel east, a well-Planned and well-Connected locality in navi mumbai. Containing 2 bedrooms, 2 bathrooms and 2 balconies, this independent house is spread over a super built up area of 1500 guntha. This villa is currently under construction stage and you can expec...",North-West,[],[],N83422020,Freehold,,2 Bedrooms,2 Bathrooms,2 Balconies,Pooja Room,2 Floors,,Within 6 months,Furnished,"[""St George's Syro Catholic Malabar Church"", 'Khandeshwar Shiva Temple', 'Hdfc bank ATM', 'Dr. Subhash Singh Hospital', ""Nair's Eye Clinic"", 'Panacea Hospital', 'Pioneer Hospital', 'Krishna Nursing Home Thane', 'Dr. Nalavade Clinic', 'Priyanka Eye Clinic', 'Padalkar Hospital & SICU', 'Arunodaya Hospital', 'Thombare Hospital', 'Neel Clinic', 'Arunodaya Clinic', 'Kulkarni Nursing Home Raigarh', 'Khandekar Hospital', 'Shri Ramkrishna Nursing Home', 'Prism Eye Institute and Reseach Centre', 'Aayushman Hospital', 'Pawal Clinic', 'Mother and Child Care Clinic', 'Sai Child Care Clinic', 'Spandan Hospital and Research Centre Raigarh', 'Shelar Hospital', 'Ashtvinayak Hospital', 'Dr. Khandekar Accident Clinic', ""Dr. Patil's Hospital"", 'Birmole Hospital', 'Madhavbaug Clinic', 'Janeshwari Brain and Spinte Centre Swati Maternity', 'Prachin Healthcare', 'Jnaneshwari Accident Hospital Brain & Spine Centre', 'Ramtirth Dental Clinic', 'Dr. Dipalee Mane Hospital', ""Dr. Nadkarni Children's Hospital"", 'Indian Oil', 'Bharat Petroleum', 'Axis bank', 'Punjab national bank', 'Union bank', 'Hdfc bank', 'Icici bank', 'Idbi bank', 'Federal bank', 'Axis bank', 'Bank of india', 'Siciliano', 'Watermelon stalls', 'Bhatia School']",4.0,"{'Connectivity': 4.1, 'Lifestyle': 3.9, 'Safety': 4.1, 'Green Area': 3.9}","['1 Bed', '1 Wardrobe', '1 Water Purifier', '1 Sofa', '1 Dining Table', 'No AC', 'No Chimney', 'No Curtains', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine']",[]
Lodha One,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ulwe-navi-mumbai-1500-sq-ft-spid-K83408490,"4 Bedroom House for sale in Ulwe, Navi Mumbai",₹1.5 Cr,"₹10,000 /sqft",,,,"Govt approved with maharera approved plots,villas,apartments and farmhouses available at prime locations with free registry no brokerage with highclass luxurious amenities available in the township wide road nearly available market,medical fecilitis in very affordable price",North-East,['+2'],[],K83408490,Freehold,Yes,4 Bedrooms,3 Bathrooms,2 Balconies,"Pooja Room,Servant Room,Study Room,Others",4 Floors,"Pool,Main Road,Park/Garden,Others,Club,Sea facing",0 to 1 Year Old,Furnished,"['C.B.D.Belapur Railway Station', 'Nerul Sector NMMT Bus Depot', 'Targhar railway station', 'Dapoli railway station', 'Baman-dongri railway station', 'Baman-dongri railway station']",4.3,"{'Connectivity': 4.3, 'Lifestyle': 4.3, 'Safety': 4.2, 'Green Area': 4.1}","['1 Water Purifier', '1 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '1 Light', '1 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Bed', '1 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center', 'Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']"
Godrej New,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-new-panvel-navi-mumbai-2500-sq-ft-spid-K83404884,"4 Bedroom House for sale in New Panvel, Navi Mumbai",₹2 Cr,"₹8,000 /sqft",,,,"Govt approved with maharera approved plots,villas,apartments and farmhouses available at prime locations with free registry no brokerage with highclass luxurious amenities available in the township wide road nearly available market,medical fecilitis in very affordable price",North-East,['+2'],[],K83404884,Freehold,Yes,4 Bedrooms,3 Bathrooms,2 Balconies,"Pooja Room,Study Room,Others,Servant Room",4 Floors,"Pool,Park/Garden,Club,Sea facing,Others,Main Road",0 to 1 Year Old,Furnished,"[""St George's Syro Catholic Malabar Church"", 'Hdfc bank ATM', 'Idbi bank ATM', 'Pnb ATM', 'Pioneer Hospital', 'Priyanka Eye Clinic', ""Nair's Eye Clinic"", 'Dr. Nalavade Clinic', 'Arunodaya Hospital', 'Kulkarni Nursing Home Raigarh', 'Shri Ramkrishna Nursing Home', 'Khandekar Hospital', 'Neel Clinic', 'Dr. Subhash Singh Hospital', 'Panacea Hospital', 'Arunodaya Clinic', 'Pawal Clinic', 'Aayushman Hospital', 'Prism Eye Institute and Reseach Centre', 'Mother and Child Care Clinic', 'Sai Child Care Clinic', 'Krishna Nursing Home Thane', 'Dr. Khandekar Accident Clinic', 'Madhavbaug Clinic', 'Ramtirth Dental Clinic', 'Dr. Dipalee Mane Hospital', 'Padalkar Hospital & SICU', 'Thombare Hospital', 'Dhamke Hospital', ""Dr. Nadkarni Children's Hospital"", ""Dr. Patil's Hospital"", 'Shri Swami Samarth Hospital', 'Dr Ghodkes Sanjay Clinic', 'Siddhivinayak Hospital', 'Birmole Hospital', 'Indian Oil', 'Bharat Petroleum', 'Axis bank', 'Punjab national bank', 'Union bank', 'Icici bank', 'Hdfc bank', 'Idbi bank', 'Federal bank', 'Bank of india', 'Siciliano', 'Neelkamal', 'Ribbons & Ballons', 'Bhatia School', 'Panvel railway station']",4.3,"{'Connectivity': 4.3, 'Lifestyle': 4.2, 'Safety': 4.3, 'Green Area': 4.2}","['1 Water Purifier', '1 Fridge', '1 Fan', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '1 Light', '1 Curtains', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 AC', '1 Bed', '1 Wardrobe', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center', 'Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']"
"Vidyavihar, Mumbai, Central Mumbai",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-vidyavihar-central-mumbai-suburbs-1500-sq-ft-r2-spid-H65197714,"5 Bedroom House for sale in Vidyavihar, Mumbai",₹2.75 Cr,"₹18,333 /sqft",,,,"I have a house/villa available for sale in vidyavihar, mumbai. Available at price of rs 2.75 crores. It has plot area of 1500 sq ft. It has 5 bhk, 3 bathroom, 0 balcony.It is a cooperative property",,[],[],H65197714,Co-operative Society,,5 Bedrooms,3 Bathrooms,No Balcony,,2 Floors,,5 to 10 Year Old,,"['Hanuman Temple', 'Shrimad rajchandra gyan mandir', 'Holy Cross church', 'Rajawadi Hospital', 'The Eye Super Specialities', 'Mehta Eye Clinic Pvt Ltd', 'Vikas Fracture Clinic and Nursing Home', 'Bakul Parekh Children Hospital', 'Advanced Orthopaedic and Super Speciality Center', 'Ami Drashti Eye Care Centre', 'Tara Neo Surg Hospital', 'Dewang Nursing Home Pvt. Ltd.', 'Jain Eye Clinic', 'Saraswati Eye Hospital Mumbai', 'Ashwini Maternity and Surgical Hospital Ghatkopar E', 'Dr. Prakash Doshis Fracture and Orthopaedic Nursing Home', ""Dr. Dipak Desai's Ear Nose and Throat Hospital"", 'Varun Cardiac Clinic', 'Doshi Nursing Home', 'Hiren Mehta Eye Care Centre', ""Dr. Trivedi's Maternity Nursing Home & Aakar IVF Test Tube Baby Centre"", 'Ashirvaad Heart Hospital', 'Cg Eye Foundaton and Shree Ghatkopar Brahman Samaj', 'Kamdar Nursing Home and Polyclinic Pvt. Ltd.', 'Ashirwad Heart Hospital', 'Sanghavi Eye Clinic', 'Shreeji Hospital Ghatkopar', 'Mahaveer Nursing Home Mumbai', 'Mandakini Nuclear Imaging Centre', 'Shree Sukh Shanti Hospital', 'Dr Mehta Nursing Home', 'Asha Polyclinic and Sheetal Nursing Home', 'Vatsalya Maternity and Surgical Nursing Home', 'H.J. Doshi Ghatkopar Hindu Sabha Hospital', 'Dr. Bhanushalis Nursing Home', 'Sanjeevani Nursing Home', 'Noble Medicals', 'Neelkanth Business Park', 'Neelkanth Corporate IT Park', 'Vidya Vihar West', 'New india co -op bank', 'Arihant co-op bank', 'Achija Restaurant', 'Cafe Coffee Day', 'Gurukrupa Restaurant', 'K. J. Somaiya College Of Arts And Commerce', 'Don Bosco Institute of Technology', 'Vidya vihar railway station', 'Technologies Pvt. Ltd', 'Proteus Infotech']",4.3,"{'Connectivity': 4.3, 'Lifestyle': 4.3, 'Safety': 4.1, 'Green Area': 4.2}",[],[]
Paradise City,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kharghar-navi-mumbai-3500-sq-ft-spid-N83403694,"4 Bedroom House for sale in Kharghar, Navi Mumbai",₹1.45 Cr,"₹4,142 /sqft",,,,"Govt approved with maharera approved plots,villas,apartments and farmhouses available at prime locations with free registry no brokerage with highclass luxurious amenities available in the township wide road nearly available market,medical fecilitis in very affordable price",North-East,['+2'],[],N83403694,Freehold,Yes,4 Bedrooms,3 Bathrooms,2 Balconies,"Pooja Room,Study Room,Others,Servant Room",4 Floors,"Pool,Park/Garden,Club,Sea facing,Others,Main Road",0 to 1 Year Old,Furnished,"['Ganpati Mandir', 'Shiv Mandir Kharghar', 'Hanuman & Sani Temple', 'Hdfc ATM', ""Saanvi Children's Hospital"", ""Children's Hospital"", 'Gayatri Gynac Clinic', 'Kalpataru Hospital & Maternity Clinic', 'Polaris Hospital', 'Shree Childrens Hospital', 'Anjani Maternity and Nursing Home', 'Suman Kanta Hospital', 'Sanjeevan Hospital Raigarh', 'Shree Sai Multispeciality Hospital', 'Ek Omkar Healthcare Centre', ""Riddhi Children's Hospital and Dental Clinic"", 'Dr. Nitin Amale Hospital', 'Sabka Dentist', ""Deshpande Children's Hospital"", ""Raghunath Children's Clinic"", 'Sukrut Maternity Clinic', 'Pooja Eye Clinic', 'Ashwini General Hospital', 'Medicity Hospital', 'Niramaya Hospital Raigarh', 'YUVA Centre', 'Indian Oil Petrol Pump', 'State bank of india', 'State bank of mysore', 'Bank of baroda', 'Uco bank', 'Bank of india', 'Canara bank', 'Pmc bank', 'Hdfc bank', 'Bank of india', 'State bank of india', 'Axis bank', 'alpha quick bites fast food', 'Hotel Tulsi', 'Army Canteen', 'Hotel Basera', 'Runway Plaza', 'Ambika Palace', 'Pranam Hotel', ""Smokin' Joe's Pizza"", 'Barista', ""Domino's"", 'Cafe Cofee Day', 'DAV International School Kharghar']",4.3,"{'Connectivity': 4.2, 'Lifestyle': 4.4, 'Safety': 4.2, 'Green Area': 4.2}","['1 Water Purifier', '1 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '1 Light', '1 TV', '1 Chimney', '1 Modular Kitchen', '1 AC', '1 Curtains', '1 Bed', '1 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center', 'Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']"
