location_area,direction,category,places,place_count
Ghatkopar,East,Hotel,"[""Hotel Pushpa Vihar""]",1
Ghatkopar,East,Religious Place,"[""Bab-e-Rahmat Masjid""]",1
Ghatkopar,East,Railway Station,"[""Madersa Ayesha Lil-Banat Education Trest""]",1
Ghatkopar,East,Other,"[""NAEMD Ghatkopar""]",1
Ghatkopar,East,Commercial Complex,"[""Manratna Business Park""]",1
Ghatkopar,East,Other,"[""Mumbai Football Arena""]",1
Ghatkopar,East,Religious Place,"[""Krishna Temple""]",1
Ghatkopar,East,Religious Place,"[""Raza Masjid""]",1
Ghatkopar,East,Other,"[""takshashila budh vihar"", ""takshshila budh vihar""]",2
Ghatkopar,East,Religious Place,"[""durga mata mandir""]",1
Ghatkopar,East,Other,"[""madina""]",1
Ghatkopar,East,Other,"[""kokan mazjid""]",1
Ghatkopar,East,ATM,"[""Ghadi house ATM""]",1
Ghatkopar,East,Clinic,"[""New Life Clinic & Hijama Center""]",1
Ghatkopar,East,Speciality Hospital,"[""pathology center""]",1
Ghatkopar,East,Other,"[""Dr zakir hussain nagar""]",1
Ghatkopar,East,Clinic,"[""CGHS Dispensary No.15 Deonar""]",1
Ghatkopar,East,Other,"[""Dr.zamil""]",1
Ghatkopar,East,Hospital,"[""S.N. Hospital""]",1
Ghatkopar,East,Hospital,"[""Vikas Nursing Home Mumbai""]",1
Ghatkopar,East,Hospital,"[""Mahavir Hospital""]",1
Ghatkopar,East,Hospital,"[""medical""]",1
Ghatkopar,East,Bank,"[""Lena bank""]",1
Ghatkopar,East,Bar,"[""Sai Darbar""]",1
Ghatkopar,East,Bar,"[""Saidip restarant & Bar""]",1
Ghatkopar,East,Other,"[""drfg""]",1
Ghatkopar,East,Restaurant,"[""a1 restaurant""]",1
Ghatkopar,East,Bus Stop,"[""BEST Depot Canteen""]",1
Ghatkopar,East,Other,"[""tangam""]",1
Ghatkopar,East,Other,"[""Ramji's Tea Stall""]",1
Ghatkopar,East,School,"[""Padua High School""]",1
Ghatkopar,East,Speciality Hospital,"[""Home for mental deficient childern""]",1
Ghatkopar,East,School,"[""Daffodil School""]",1
Ghatkopar,East,Railway Station,"[""Mankhurd railway station""]",1
Ghatkopar,East,Religious Place,"[""HARI MASJID""]",1
Ghatkopar,East,Other,"[""Ummul Qura""]",1
Ghatkopar,East,Other,"[""Shaikh Saba Class""]",1
Ghatkopar,East,Bank,"[""Axis bank atm 24& 7 services""]",1
Ghatkopar,East,Hospital,"[""Royal Nursing Home Govandi""]",1
Ghatkopar,East,Other,"[""IMTIYAZ Dr.""]",1
Ghatkopar,East,Hospital,"[""MILLENIUM HOSPITAL""]",1
Ghatkopar,East,Hospital,"[""LOTUS HOSPITAL""]",1
Ghatkopar,East,Other,"[""khawaja garaib nawaz hopital""]",1
Ghatkopar,East,Other,"[""MILLAT OSPITAL""]",1
Ghatkopar,East,Bank,"[""Frb easy banking""]",1
Ghatkopar,East,Bank,"[""The hindusthan co-op.bank ltd mumbai""]",1
Ghatkopar,East,Bank,"[""Kocan bank""]",1
Ghatkopar,East,Bank,"[""Kokan bank""]",1
Ghatkopar,East,Bank,"[""Dena bank""]",1
Ghatkopar,East,Other,"[""Star Kitchen""]",1
Ghatkopar,East,Other,"[""rehmani""]",1
Ghatkopar,East,Hotel,"[""amina hotel""]",1
Ghatkopar,East,Other,"[""nagore""]",1
Ghatkopar,East,Bank,"[""Central bank""]",1
Ghatkopar,East,Other,"[""V. G. Kulkarni Auditorium""]",1
Ghatkopar,East,Other,"[""Canteen""]",1
Ghatkopar,East,Religious Place,"[""Umar Masjid""]",1
Ghatkopar,East,Religious Place,"[""Bal Hanuman Mandir""]",1
Ghatkopar,East,Religious Place,"[""Rehmaniya Masjid""]",1
Ghatkopar,East,Other,"[""Cross INRI""]",1
Ghatkopar,East,Religious Place,"[""Holy Cross church""]",1
Ghatkopar,East,Bank,"[""State bank of india ATM""]",1
Ghatkopar,East,Hospital,"[""Neelam Nursing Home and Iccu""]",1
Ghatkopar,East,Hospital,"[""Fauziya Hospital""]",1
Ghatkopar,East,Hospital,"[""Sharada Nursing Home.""]",1
Ghatkopar,East,Hospital,"[""Agashe Hospital""]",1
Ghatkopar,East,Hospital,"[""Habib Hospital""]",1
Ghatkopar,East,Hospital,"[""Muskaan Hospital""]",1
Ghatkopar,East,Hospital,"[""Subhash Hospital""]",1
Ghatkopar,East,Hospital,"[""Sushila Hospital-Icu and Maternity""]",1
Ghatkopar,East,Hospital,"[""Masoom Child Hospital""]",1
Ghatkopar,East,Hospital,"[""Buddh Colony BMC Hospital""]",1
Ghatkopar,East,Hospital,"[""Kurla Municipal Hospital""]",1
Ghatkopar,East,Hospital,"[""Sai Deep Nursing Home""]",1
Ghatkopar,East,Hospital,"[""Alphine Life Solutions General Hospital""]",1
Ghatkopar,East,Clinic,"[""Suraj Clinic Mumbai""]",1
Ghatkopar,East,Clinic,"[""Dr Shehnaz Shaikh Clinic""]",1
Ghatkopar,East,Hospital,"[""Kalina Hospital""]",1
Ghatkopar,East,Hospital,"[""Despande Nursing Home""]",1
Ghatkopar,East,Hospital,"[""Bhabha Hospital""]",1
Ghatkopar,East,Speciality Hospital,"[""Hamidani Laser Vision Centre""]",1
Ghatkopar,East,Hospital,"[""arpan nursing home""]",1
Ghatkopar,East,Hospital,"[""Durga Maternity and Surgical Nursing Home""]",1
Ghatkopar,East,Hospital,"[""City Medical Centre""]",1
Ghatkopar,East,Hospital,"[""Ritesh Medical""]",1
Ghatkopar,East,Other,"[""Kurla Depot""]",1
Ghatkopar,East,Other,"[""CNG""]",1
Ghatkopar,East,Fuel Station,"[""Petrol Pump""]",1
Ghatkopar,East,Other,"[""Kamran""]",1
Ghatkopar,East,Entertainment,"[""Kalpana Cinema""]",1
Ghatkopar,East,Other,"[""King""]",1
Ghatkopar,East,Bank,"[""Noor communication bank""]",1
Ghatkopar,East,Bank,"[""Firstrand bank""]",1
Ghatkopar,East,Bank,"[""Bandhan bank""]",1
Ghatkopar,East,Bank,"[""Fab first abu dhabi bank""]",1
Ghatkopar,East,Other,"[""Sahara""]",1
Ghatkopar,East,Other,"[""Mugal""]",1
Ghatkopar,East,Hotel,"[""Hotel Ravi Pure Veg""]",1
Ghatkopar,East,Other,"[""Skyway""]",1
Ghatkopar,East,Other,"[""Shawarma's & More""]",1
Ghatkopar,East,Bar,"[""Burn Bar and Kitchen""]",1
Ghatkopar,East,School,"[""Kohinoor Business School""]",1
Ghatkopar,East,Railway Station,"[""Victoria terminus railway station""]",1
Ghatkopar,East,Commercial / Office,"[""Agastya Corporate Park Piramal Realty""]",1
Ghatkopar,East,Metro Station,"[""Airport Road Metro Station""]",1
Ghatkopar,East,Institute,"[""Tata Institute of Social Sciences""]",1
Ghatkopar,East,Airport,"[""C.S.M. International Airport""]",1
Ghatkopar,East,Other,"[""JW Marriott Mumbai Sahar""]",1
Ghatkopar,East,Tourist Place,"[""Juhu Beach""]",1
Ghatkopar,East,College,"[""Somiaya College""]",1
Ghatkopar,East,Airport,"[""Intl. & Domestic airport""]",1
Ghatkopar,East,Park,"[""YMCA Garden""]",1
Ghatkopar,East,Other,"[""BKC via SCLR""]",1
Ghatkopar,East,Railway Station,"[""Tilaknagar Station""]",1
Ghatkopar,East,College,"[""SGKM College""]",1
Ghatkopar,East,Hotel,"[""Trident Hotel Bandra Kurla""]",1
Ghatkopar,East,Tourist Place,"[""Bandra beach""]",1
Ghatkopar,East,Other,"[""Neelyog Square Building""]",1
Ghatkopar,East,School,"[""Kanakia International School""]",1
Ghatkopar,East,Airport,"[""CSM Intl Airport""]",1
Ghatkopar,West,Religious Place,"[""Tahera Masjid""]",1
Ghatkopar,West,Religious Place,"[""jalaram mandir""]",1
Ghatkopar,West,Religious Place,"[""Temple""]",1
Ghatkopar,West,Hospital,"[""Dr. Bhanushalis Nursing Home""]",1
Ghatkopar,West,Hospital,"[""Nachiketa Health Care Center""]",1
Ghatkopar,West,Hospital,"[""new life hospital""]",1
Ghatkopar,West,Clinic,"[""Dr. Savlas Stone Clinic And Endoscopy Centre""]",1
Ghatkopar,West,Hospital,"[""Kedia Nursing Home""]",1
Ghatkopar,West,Hospital,"[""Dr Sonagra Medical and Surgical Centre""]",1
Ghatkopar,West,Hospital,"[""Shree Sukh Shanti Hospital""]",1
Ghatkopar,West,Hospital,"[""Shradha Heart Hospital""]",1
Ghatkopar,West,Hospital,"[""Jeevandeep Children Hospital Mumbai""]",1
Ghatkopar,West,Hospital,"[""Nulife Hospital Mumbai"", ""Nulife Hospital""]",2
Ghatkopar,West,Hospital,"[""Jivdaya Hospital""]",1
Ghatkopar,West,Speciality Hospital,"[""Clear Vision Eye Center""]",1
Ghatkopar,West,Hospital,"[""Dr Sule's Vaibhav Polyclinic and Siddharth Nursing Home""]",1
Ghatkopar,West,Clinic,"[""Ascent Clinic""]",1
Ghatkopar,West,Institute,"[""The Metropolitan Heart Institute and Research Centre""]",1
Ghatkopar,West,Hospital,"[""Medico Surgical Clinic and Hospital""]",1
Ghatkopar,West,Hospital,"[""Navnirman Maternity and Surgical Hospital""]",1
Ghatkopar,West,Hospital,"[""Dr. Vinod B Joshi Maternity Nursing Home""]",1
Ghatkopar,West,Hospital,"[""Zynova Heart Hospital""]",1
Ghatkopar,West,Hospital,"[""Noble Hospital Ghatkopar""]",1
Ghatkopar,West,Hospital,"[""Vatsalya Maternity and Surgical Nursing Home""]",1
Ghatkopar,West,Hospital,"[""Sanjeevani Nursing Home""]",1
Ghatkopar,West,Healthcare,"[""Amar Jyot Eye Care Centre""]",1
Ghatkopar,West,Hospital,"[""Sarvodaya Hospital"", ""Sarvoday Hospital""]",2
Ghatkopar,West,Clinic,"[""Sanghavi Eye Clinic""]",1
Ghatkopar,West,Hospital,"[""Pasaydan Hospital and Trust""]",1
Ghatkopar,West,Hospital,"[""Matangi Nursing Home""]",1
Ghatkopar,West,Hospital,"[""Mahaveer Nursing Home Mumbai""]",1
Ghatkopar,West,Hospital,"[""H.J. Doshi Ghatkopar Hindu Sabha Hospital""]",1
Ghatkopar,West,Hospital,"[""Shanti Nursing Home Mumbai""]",1
Ghatkopar,West,Hospital,"[""Shreeji Hospital Ghatkopar""]",1
Ghatkopar,West,Hospital,"[""Jeevan Jyot Hospital"", ""Jeevan Jyot Hospital and Nursing Home""]",2
Ghatkopar,West,Hospital,"[""muktabai hospital"", ""Sant Muktabai Hospital""]",2
Ghatkopar,West,Hospital,"[""Abhishek Nursing Home""]",1
Ghatkopar,West,Clinic,"[""Parekh Eye Clinic and Child Clinic""]",1
Ghatkopar,West,Hospital,"[""Doshi Nursing Home""]",1
Ghatkopar,West,Hospital,"[""Vivek Maternity and Nursing Home""]",1
Ghatkopar,West,Clinic,"[""CGHS Dispensary No.6 Ghatkopar""]",1
Ghatkopar,West,Hospital,"[""Dr. Dipak Desai's Ear Nose and Throat Hospital""]",1
Ghatkopar,West,Hospital,"[""Disha Hospital""]",1
Ghatkopar,West,Speciality Hospital,"[""Varun Cardiac Clinic""]",1
Ghatkopar,West,Other,"[""Ghatkopar""]",1
Ghatkopar,West,Other,"[""Bhau Vada Pav""]",1
Ghatkopar,West,Speciality Hospital,"[""Garodia International Centre for Learning Mumbai""]",1
Ghatkopar,West,College,"[""K. J. Somaiya College"", ""Somaiya School"", ""K. J. Somaiya College Of Arts And Commerce"", ""K.J. Somaiya college of Engn""]",4
Ghatkopar,West,College,"[""Ramniranjan Jhunjhunwala College""]",1
Ghatkopar,West,Railway Station,"[""Ghatkopar railway station"", ""Ghantkopar Station"", ""Ghatkopar Rly. Station"", ""Ghatkopar Station"", ""Ghatkopar Railway station"", ""Ghatkopar Metro station""]",6
Ghatkopar,West,Railway Station,"[""Shoppers Stop""]",1
Ghatkopar,West,Other,"[""Jogesshwari Vikhroli Link""]",1
Ghatkopar,West,Entertainment,"[""Shreyas Cinemas"", ""Shreyas Cinema""]",2
Ghatkopar,West,Metro Station,"[""Vivo ghatkopar metro station""]",1
Ghatkopar,West,Market,"[""Fish Market""]",1
Ghatkopar,West,Religious Place,"[""Shankar mandir""]",1
Ghatkopar,West,Religious Place,"[""Dutta Mandir""]",1
Ghatkopar,West,Religious Place,"[""Malganga Temple""]",1
Ghatkopar,West,Hospital,"[""Shantiniketan Hospital""]",1
Ghatkopar,West,Speciality Hospital,"[""Suyog Urology Centre""]",1
Ghatkopar,West,Hospital,"[""Matoshree Ramabai Maternity BMC Hospital""]",1
Ghatkopar,West,Hospital,"[""Amruta Surgical and Maternity Home""]",1
Ghatkopar,West,Hospital,"[""Satyam Hospital""]",1
Ghatkopar,West,Hospital,"[""nidan hospital""]",1
Ghatkopar,West,Clinic,"[""Furia's Eye Clinic""]",1
Ghatkopar,West,Hospital,"[""Sapna Health Care Centre Pvt Ltd""]",1
Ghatkopar,West,Hospital,"[""Samarth Hospital Mumbai""]",1
Ghatkopar,West,Clinic,"[""CGHS Dispensary No. Vikhroli""]",1
Ghatkopar,West,Other,"[""Dr. Gujar and Doctor Pandey""]",1
Ghatkopar,West,Hospital,"[""Laxmi Health Care Center and Iccu""]",1
Ghatkopar,West,Bus Stop,"[""Vikhroli E Bus Depot""]",1
Ghatkopar,West,Bus Stop,"[""Ghatkopar BEST Bus Depot"", ""Ghatkopar Bus depot""]",2
Ghatkopar,West,Fuel Station,"[""Petrol Pump""]",1
Ghatkopar,West,Other,"[""Godrej Pump""]",1
Ghatkopar,West,Bank,"[""Andhra bank""]",1
Ghatkopar,West,Bank,"[""Union bank""]",1
Ghatkopar,West,Bank,"[""Hdfc bank""]",1
Ghatkopar,West,Bank,"[""Mutual fund bank""]",1
Ghatkopar,West,Other,"[""Hubble""]",1
Ghatkopar,West,Other,"[""Abhinandan""]",1
Ghatkopar,West,Other,"[""Aripit""]",1
Ghatkopar,West,Other,"[""MEHMAN NAWAZI""]",1
Ghatkopar,West,Restaurant,"[""BREEZE RESTAURANT""]",1
Ghatkopar,West,School,"[""sandesh school""]",1
Ghatkopar,West,Railway Station,"[""Vikhroli railway station""]",1
Ghatkopar,West,Other,"[""Prince Tech Solutions""]",1
Ghatkopar,West,Speciality Hospital,"[""OpenTable Inc""]",1
Ghatkopar,West,Metro Station,"[""Jagruti nagar metro station"", ""Jagruti Nagar Metro Statio""]",2
Ghatkopar,West,Hospital,"[""Khushal Hospital and Maternity Home""]",1
Ghatkopar,West,Religious Place,"[""Shiv Mandir"", ""Uma Shiv Mandir""]",2
Ghatkopar,West,Religious Place,"[""Maheshwar Mandir""]",1
Ghatkopar,West,Religious Place,"[""sai baba mandir"", ""SAI BABA MANDIR PERIERAWADI"", ""Sai baba Mandir"", ""Sai Baba temple"", ""Sai Baba Mandir""]",5
Ghatkopar,West,Religious Place,"[""Hanuman Temple"", ""Hanuman mandir""]",2
Ghatkopar,West,Hospital,"[""Mohili Village Municipal Hospital""]",1
Ghatkopar,West,Hospital,"[""Apex Multi Speciality Hospital""]",1
Ghatkopar,West,Hospital,"[""Uma Hospital""]",1
Ghatkopar,West,Hospital,"[""Tiwari Hospital""]",1
Ghatkopar,West,Commercial / Office,"[""Neelkanth Corporate IT Park"", ""Neelkanth Business Park""]",2
Ghatkopar,West,Bank,"[""Bank of baroda""]",1
Ghatkopar,West,Restaurant,"[""Jai Bhavani Restaurant""]",1
Ghatkopar,West,Bar,"[""Manisha Bar""]",1
Ghatkopar,West,School,"[""THERESA HIGH SCHOOL""]",1
Ghatkopar,West,Tourist Place,"[""Balwadi""]",1
Ghatkopar,West,School,"[""KPM High School""]",1
Ghatkopar,West,School,"[""Mohili Village Municipality School""]",1
Ghatkopar,West,Other,"[""Proteus Infotech""]",1
Ghatkopar,West,Other,"[""LBS Marg""]",1
Ghatkopar,West,School,"[""Podar International School""]",1
Ghatkopar,West,Airport,"[""International Airport"", ""Airport""]",2
Ghatkopar,West,Other,"[""BKC Business Hub""]",1
Ghatkopar,West,Metro Station,"[""Upcomimg Metro Station""]",1
Ghatkopar,West,Mall,"[""R City Mall""]",1
Ghatkopar,West,Market,"[""Phoenix Market City Mall"", ""Phoenix Market City"", ""Phoenix market City""]",3
Ghatkopar,West,Transport Hub,"[""Eastern Express Highway""]",1
Ghatkopar,West,School,"[""Hiranandani Foundation School""]",1
Ghatkopar,West,Religious Place,"[""Holy Cross church""]",1
Ghatkopar,West,Religious Place,"[""Ganesh Mandir"", ""GANPATI MANDIR""]",2
Ghatkopar,West,Religious Place,"[""Rehmaniya Masjid""]",1
Ghatkopar,West,Clinic,"[""Dr Shehnaz Shaikh Clinic""]",1
Ghatkopar,West,Clinic,"[""Suraj Clinic Mumbai""]",1
Ghatkopar,West,Hospital,"[""Kurla Municipal Hospital""]",1
Ghatkopar,West,Hospital,"[""Sushila Hospital-Icu and Maternity""]",1
Ghatkopar,West,Hospital,"[""Subhash Hospital""]",1
Ghatkopar,West,Hospital,"[""Masoom Child Hospital""]",1
Ghatkopar,West,Hospital,"[""Buddh Colony BMC Hospital""]",1
Ghatkopar,West,Hospital,"[""Sharada Nursing Home.""]",1
Ghatkopar,West,Hospital,"[""Agashe Hospital""]",1
Ghatkopar,West,Hospital,"[""Neelam Nursing Home and Iccu""]",1
Ghatkopar,West,Hospital,"[""Fauziya Hospital""]",1
Ghatkopar,West,Hospital,"[""Muskaan Hospital""]",1
Ghatkopar,West,Hospital,"[""Habib Hospital""]",1
Ghatkopar,West,Hospital,"[""Ritesh Medical""]",1
Ghatkopar,West,Hospital,"[""City Medical Centre""]",1
Ghatkopar,West,Other,"[""Vidya Vihar West""]",1
Ghatkopar,West,Other,"[""Maxus Multiplex""]",1
Ghatkopar,West,Entertainment,"[""Kalpana Cinema""]",1
Ghatkopar,West,Other,"[""Kamran""]",1
Ghatkopar,West,Bank,"[""Punjab national bank""]",1
Ghatkopar,West,Other,"[""Skyway""]",1
Ghatkopar,West,Other,"[""Mugal""]",1
Ghatkopar,West,Other,"[""Sahara""]",1
Ghatkopar,West,Institute,"[""Don Bosco Institute of Technology""]",1
Ghatkopar,West,School,"[""Kohinoor Business School""]",1
Ghatkopar,West,Railway Station,"[""Victoria terminus railway station""]",1
Ghatkopar,West,Railway Station,"[""Vidya vihar railway station""]",1
Ghatkopar,West,Commercial / Office,"[""Agastya Corporate Park Piramal Realty""]",1
Ghatkopar,West,Other,"[""Technologies Pvt. Ltd""]",1
Ghatkopar,West,Other,"[""madina""]",1
Ghatkopar,West,Other,"[""kokan mazjid""]",1
Ghatkopar,West,Other,"[""Ummul Qura""]",1
Ghatkopar,West,Religious Place,"[""HARI MASJID""]",1
Ghatkopar,West,Religious Place,"[""Raza Masjid""]",1
Ghatkopar,West,Other,"[""Shaikh Saba Class""]",1
Ghatkopar,West,Religious Place,"[""durga mata mandir""]",1
Ghatkopar,West,Religious Place,"[""chishtiya masjid""]",1
Ghatkopar,West,Railway Station,"[""noorya bakaiya madarsa""]",1
Ghatkopar,West,Religious Place,"[""Faiz-ul-Rasool Masjid""]",1
Ghatkopar,West,Bank,"[""Axis bank atm 24& 7 services""]",1
Ghatkopar,West,Hospital,"[""sanjeevan hospital""]",1
Ghatkopar,West,Other,"[""IMTIYAZ Dr.""]",1
Ghatkopar,West,Hospital,"[""S.N. Hospital""]",1
Ghatkopar,West,Other,"[""Dr.zamil""]",1
Ghatkopar,West,Hospital,"[""Vikas Nursing Home Mumbai""]",1
Ghatkopar,West,Other,"[""khawaja garaib nawaz hopital""]",1
Ghatkopar,West,Hospital,"[""Mahavir Hospital""]",1
Ghatkopar,West,Hospital,"[""mahaveer hospital""]",1
Ghatkopar,West,Hospital,"[""Royal Nursing Home Govandi""]",1
Ghatkopar,West,Hospital,"[""MILLENIUM HOSPITAL""]",1
Ghatkopar,West,Hospital,"[""Shivaji Nagar Muncipal Hospital""]",1
Ghatkopar,West,Other,"[""MILLAT OSPITAL""]",1
Ghatkopar,West,Hospital,"[""LOTUS HOSPITAL""]",1
Ghatkopar,West,Hospital,"[""SABA HOSPITAL""]",1
Ghatkopar,West,Other,"[""Dr zakir hussain nagar""]",1
Ghatkopar,West,Bank,"[""Dena bank""]",1
Ghatkopar,West,Bank,"[""State bank of india""]",1
Ghatkopar,West,Bank,"[""Lena bank""]",1
Ghatkopar,West,Bank,"[""Frb easy banking""]",1
Ghatkopar,West,Bank,"[""Kocan bank""]",1
Ghatkopar,West,Bank,"[""Kokan bank""]",1
Ghatkopar,West,Bank,"[""The hindusthan co-op.bank ltd mumbai""]",1
Ghatkopar,West,Bank,"[""All bank""]",1
Ghatkopar,West,Other,"[""tangam""]",1
Ghatkopar,West,Restaurant,"[""a1 restaurant""]",1
Ghatkopar,West,Other,"[""rehmani""]",1
Ghatkopar,West,Other,"[""Star Kitchen""]",1
Ghatkopar,West,Other,"[""nagore""]",1
Ghatkopar,West,Restaurant,"[""rehmaan restaurant""]",1
Ghatkopar,West,Bar,"[""Jabbar Hall""]",1
Ghatkopar,West,Hotel,"[""hotel""]",1
Ghatkopar,West,Hotel,"[""amina hotel""]",1
Ghatkopar,West,Other,"[""iqbal azmi""]",1
Ghatkopar,West,Cafe,"[""Cafe Faizal""]",1
Ghatkopar,West,Hotel,"[""Sakil Hotel""]",1
Ghatkopar,West,School,"[""Daffodil School""]",1
Ghatkopar,West,Hospital,"[""Dr. Prakash Doshis Fracture and Orthopaedic Nursing Home""]",1
Ghatkopar,West,Healthcare,"[""Mehta Eye Clinic Pvt Ltd"", ""Hiren Mehta Eye Care Centre""]",2
Ghatkopar,West,Speciality Hospital,"[""Cg Eye Foundaton and Shree Ghatkopar Brahman Samaj""]",1
Ghatkopar,West,Hospital,"[""Dewang Nursing Home Pvt. Ltd.""]",1
Ghatkopar,West,Healthcare,"[""Ami Drashti Eye Care Centre""]",1
Ghatkopar,West,Bank,"[""New india co -op bank""]",1
Ghatkopar,West,Bank,"[""State bank ATM""]",1
Ghatkopar,West,Hospital,"[""Rajawadi Hospital""]",1
Ghatkopar,West,Speciality Hospital,"[""The Eye Super Specialities""]",1
Ghatkopar,West,Hospital,"[""Vikas Fracture Clinic and Nursing Home""]",1
Ghatkopar,West,Hospital,"[""Bakul Parekh Children Hospital""]",1
Ghatkopar,West,Speciality Hospital,"[""Advanced Orthopaedic and Super Speciality Center""]",1
Ghatkopar,West,Hospital,"[""Tara Neo Surg Hospital""]",1
Ghatkopar,West,Hospital,"[""Saraswati Eye Hospital Mumbai""]",1
Ghatkopar,West,Clinic,"[""Jain Eye Clinic""]",1
Ghatkopar,West,Hospital,"[""Ashwini Maternity and Surgical Hospital Ghatkopar E""]",1
Ghatkopar,West,Hospital,"[""Noble Medicals""]",1
Ghatkopar,West,Restaurant,"[""Achija Restaurant"", ""Achija Fast Food""]",2
Ghatkopar,West,Railway Station,"[""Lokmanya tilak terminus railway station""]",1
Ghatkopar,West,Metro Station,"[""Asalpha metro station""]",1
Ghatkopar,West,Metro Station,"[""Saki naka metro station""]",1
Ghatkopar,West,Religious Place,"[""Mary Matha Church""]",1
Ghatkopar,West,Religious Place,"[""Shri Gundicha Mandir""]",1
Ghatkopar,West,Religious Place,"[""Ayyappa Temple""]",1
Ghatkopar,West,Religious Place,"[""Shia Masjid""]",1
Ghatkopar,West,Hospital,"[""Paramount General Hospital and ICCU"", ""Paramount General Hospital and Icu""]",2
Ghatkopar,West,Hospital,"[""Dr. Chhajed Surgerical & Maternity Hospital""]",1
Ghatkopar,West,Hospital,"[""Axon Hospital & Dialysis Center""]",1
Ghatkopar,West,Hospital,"[""Priyanka Maternity and Surgical Nursing Home""]",1
Ghatkopar,West,Hospital,"[""Ashirwad Children and Surgical Hospital""]",1
Ghatkopar,West,Hospital,"[""Sapna Maternity and General Hospital""]",1
Ghatkopar,West,Hospital,"[""J.P Hospital Mumbai""]",1
Ghatkopar,West,Hospital,"[""Asmira Hospital""]",1
Ghatkopar,West,Hospital,"[""Balaji Speciality Hospital""]",1
Ghatkopar,West,Hospital,"[""Zobiya Hospital Maternity Home""]",1
Ghatkopar,West,Hospital,"[""Central Hospital & Child Care Centre""]",1
Ghatkopar,West,Hospital,"[""Medicare Hospital""]",1
Ghatkopar,West,Clinic,"[""Dr. M.C.Desai Eye Clinic and Microsurgury Eye Centre""]",1
Ghatkopar,West,Commercial Complex,"[""Mirchandani Business Park""]",1
Ghatkopar,West,Commercial / Office,"[""Raiaskaran Tech Park""]",1
Ghatkopar,West,Food & Beverage,"[""Deep Punjab Dhaba""]",1
Ghatkopar,West,Other,"[""Anil Lunch Home""]",1
Ghatkopar,West,Cafe,"[""Cafe Dilshad""]",1
Ghatkopar,West,FastFood/Restaurant,"[""McDonalds""]",1
Ghatkopar,West,Other,"[""Mahesh Lunch Home""]",1
Ghatkopar,West,FastFood/Restaurant,"[""Eva's Pizza""]",1
Ghatkopar,West,Other,"[""Minks Sayaji""]",1
Ghatkopar,West,Other,"[""DIC INDIAN LTD""]",1
Ghatkopar,West,Speciality Hospital,"[""Garodia Shopping Centre""]",1
